Date(YYYY-MM-DD hh:mm:ss),100m wind speed (m/s), rated power output at 100m (MW), SCORE-lite power output at 100m (MW),CorrectedScore
2006-08-18 15:30:00,5.910, 2.931, 0.188,0.188
2006-08-18 15:40:00,5.750, 2.685, 2.834,2.834
2006-08-18 15:50:00,5.500, 2.295, 2.361,2.361
2006-08-18 16:00:00,5.390, 2.115, 2.532,2.532
2006-08-18 16:10:00,5.420, 2.163, 1.003,1.003
2006-08-18 16:20:00,5.490, 2.268, 1.569,1.569
2006-08-18 16:30:00,5.490, 2.265, 1.291,1.291
2006-08-18 16:40:00,5.430, 2.166, 0.000,0.000
2006-08-18 16:50:00,5.360, 2.049, 0.156,0.156
2006-08-18 17:00:00,5.370, 2.061, 2.004,2.004
2006-08-18 17:10:00,5.430, 2.154, 1.584,1.584
2006-08-18 17:20:00,5.410, 2.127, 2.442,2.442
2006-08-18 17:30:00,5.390, 2.094, 1.768,1.768
2006-08-18 17:40:00,5.390, 2.085, 0.674,0.674
2006-08-18 17:50:00,5.330, 1.989, 1.328,1.328
2006-08-18 18:00:00,5.370, 2.049, 1.907,1.907
2006-08-18 18:10:00,5.370, 2.055, 2.472,2.472
2006-08-18 18:20:00,5.370, 2.052, 2.161,2.161
2006-08-18 18:30:00,5.350, 2.022, 2.080,2.080
2006-08-18 18:40:00,5.370, 2.052, 0.439,0.439
2006-08-18 18:50:00,5.370, 2.040, 2.192,2.192
2006-08-18 19:00:00,5.370, 2.046, 1.909,1.909
2006-08-18 19:10:00,5.450, 2.172, 3.180,3.180
2006-08-18 19:20:00,5.510, 2.262, 0.000,0.000
2006-08-18 19:30:00,5.590, 2.379, 2.640,2.640
2006-08-18 19:40:00,5.710, 2.559, 1.019,1.019
2006-08-18 19:50:00,5.830, 2.748, 3.338,3.338
2006-08-18 20:00:00,5.900, 2.850, 2.239,2.239
2006-08-18 20:10:00,5.840, 2.769, 2.646,2.646
2006-08-18 20:20:00,5.690, 2.532, 0.000,0.000
2006-08-18 20:30:00,5.620, 2.424, 2.610,2.610
2006-08-18 20:40:00,5.690, 2.532, 1.732,1.732
2006-08-18 20:50:00,5.800, 2.694, 0.000,0.000
2006-08-18 21:00:00,5.870, 2.808, 3.039,3.039
2006-08-18 21:10:00,5.890, 2.832, 2.982,2.982
2006-08-18 21:20:00,5.890, 2.829, 1.192,1.192
2006-08-18 21:30:00,5.910, 2.862, 1.129,1.129
2006-08-18 21:40:00,6.020, 3.027, 2.408,2.408
2006-08-18 21:50:00,6.100, 3.150, 2.647,2.647
2006-08-18 22:00:00,6.140, 3.222, 2.389,2.389
2006-08-18 22:10:00,6.270, 3.423, 0.000,0.000
2006-08-18 22:20:00,6.460, 3.780, 3.260,3.260
2006-08-18 22:30:00,6.570, 4.026, 3.833,3.833
2006-08-18 22:40:00,6.670, 4.236, 3.485,3.485
2006-08-18 22:50:00,6.720, 4.335, 0.000,0.000
2006-08-18 23:00:00,6.630, 4.158, 3.363,3.363
2006-08-18 23:10:00,6.580, 4.035, 3.944,3.944
2006-08-18 23:20:00,6.480, 3.828, 2.886,2.886
2006-08-18 23:30:00,6.370, 3.600, 2.389,2.389
2006-08-18 23:40:00,6.350, 3.555, 3.708,3.708
2006-08-18 23:50:00,6.310, 3.483, 3.762,3.762
2006-08-19 00:00:00,6.120, 3.198, 3.155,3.155
2006-08-19 00:10:00,5.860, 2.784, 1.774,1.774
2006-08-19 00:20:00,5.560, 2.322, 2.162,2.162
2006-08-19 00:30:00,5.120, 1.731, 2.387,2.387
2006-08-19 00:40:00,4.790, 1.377, 0.717,0.717
2006-08-19 00:50:00,4.650, 1.230, 0.000,0.000
2006-08-19 01:00:00,4.520, 1.089, 1.180,1.180
2006-08-19 01:10:00,4.330, 0.879, 1.396,1.396
2006-08-19 01:20:00,4.270, 0.822, 0.269,0.269
2006-08-19 01:30:00,4.250, 0.801, 0.000,0.000
2006-08-19 01:40:00,4.190, 0.744, 0.000,0.000
2006-08-19 01:50:00,4.070, 0.657, 0.993,0.993
2006-08-19 02:00:00,3.980, 0.594, 0.279,0.279
2006-08-19 02:10:00,4.080, 0.666, 0.000,0.000
2006-08-19 02:20:00,4.230, 0.780, 0.000,0.000
2006-08-19 02:30:00,4.410, 0.975, 1.006,1.006
2006-08-19 02:40:00,4.800, 1.395, 1.531,1.531
2006-08-19 02:50:00,5.240, 1.869, 1.551,1.551
2006-08-19 03:00:00,5.570, 2.352, 2.851,2.851
2006-08-19 03:10:00,5.770, 2.664, 2.568,2.568
2006-08-19 03:20:00,5.740, 2.625, 1.624,1.624
2006-08-19 03:30:00,5.450, 2.175, 2.411,2.411
2006-08-19 03:40:00,5.220, 1.842, 0.532,0.532
2006-08-19 03:50:00,5.420, 2.127, 2.615,2.615
2006-08-19 04:00:00,7.360, 5.778, 5.930,5.930
2006-08-19 04:10:00,8.540, 9.285,10.630,10.630
2006-08-19 04:20:00,9.080,11.277, 9.806,9.806
2006-08-19 04:30:00,9.580,13.188,13.013,13.013
2006-08-19 04:40:00,9.770,13.998,14.721,14.721
2006-08-19 04:50:00,9.650,13.494,19.072,19.072
2006-08-19 05:00:00,9.500,12.912,10.040,10.040
2006-08-19 05:10:00,9.350,12.357,11.502,11.502
2006-08-19 05:20:00,8.840,10.476, 8.609,8.609
2006-08-19 05:30:00,8.330, 8.658,10.006,10.006
2006-08-19 05:40:00,8.040, 7.839, 5.576,5.576
2006-08-19 05:50:00,8.170, 8.208, 5.505,5.505
2006-08-19 06:00:00,8.400, 8.901, 9.002,9.002
2006-08-19 06:10:00,8.570, 9.507, 9.014,9.014
2006-08-19 06:20:00,8.580, 9.579, 8.862,8.862
2006-08-19 06:30:00,8.490, 9.243, 9.963,9.963
2006-08-19 06:40:00,8.280, 8.541, 5.665,5.665
2006-08-19 06:50:00,7.850, 7.287, 4.499,4.499
2006-08-19 07:00:00,7.380, 5.943, 6.555,6.555
2006-08-19 07:10:00,6.980, 5.034, 4.868,4.868
2006-08-19 07:20:00,6.730, 4.491, 5.554,5.554
2006-08-19 07:30:00,6.430, 3.831, 2.644,2.644
2006-08-19 07:40:00,6.230, 3.447, 4.065,4.065
2006-08-19 07:50:00,6.160, 3.339, 3.280,3.280
2006-08-19 08:00:00,6.040, 3.150, 2.708,2.708
2006-08-19 08:10:00,6.250, 3.471, 1.688,1.688
2006-08-19 08:20:00,6.240, 3.465, 2.652,2.652
2006-08-19 08:30:00,6.050, 3.162, 0.290,0.290
2006-08-19 08:40:00,6.010, 3.099, 0.000,0.000
2006-08-19 08:50:00,5.970, 3.042, 2.928,2.928
2006-08-19 09:00:00,5.880, 2.898, 3.440,3.440
2006-08-19 09:10:00,5.930, 2.973, 3.030,3.030
2006-08-19 09:20:00,5.970, 3.039, 0.000,0.000
2006-08-19 09:30:00,5.770, 2.727, 3.050,3.050
2006-08-19 09:40:00,5.570, 2.427, 0.000,0.000
2006-08-19 09:50:00,5.530, 2.364, 2.584,2.584
2006-08-19 10:00:00,5.540, 2.373, 1.669,1.669
2006-08-19 10:10:00,5.550, 2.394, 2.752,2.752
2006-08-19 10:20:00,5.440, 2.223, 1.968,1.968
2006-08-19 10:30:00,5.090, 1.746, 1.416,1.416
2006-08-19 10:40:00,4.790, 1.425, 1.046,1.046
2006-08-19 10:50:00,4.600, 1.218, 0.598,0.598
2006-08-19 11:00:00,4.670, 1.296, 0.804,0.804
2006-08-19 11:10:00,4.730, 1.362, 0.859,0.859
2006-08-19 11:20:00,4.870, 1.512, 1.370,1.370
2006-08-19 11:30:00,4.820, 1.449, 0.000,0.000
2006-08-19 11:40:00,4.780, 1.416, 0.920,0.920
2006-08-19 11:50:00,4.700, 1.329, 1.738,1.738
2006-08-19 12:00:00,4.350, 0.945, 0.654,0.654
2006-08-19 12:10:00,4.050, 0.669, 1.131,1.131
2006-08-19 12:20:00,3.930, 0.582, 0.000,0.000
2006-08-19 12:30:00,3.900, 0.561, 0.000,0.000
2006-08-19 12:40:00,3.740, 0.438, 0.705,0.705
2006-08-19 12:50:00,3.420, 0.204, 0.374,0.374
2006-08-19 13:00:00,3.230, 0.069, 0.563,0.563
2006-08-19 13:10:00,3.290, 0.111, 0.000,0.000
2006-08-19 13:20:00,3.390, 0.180, 0.000,0.000
2006-08-19 13:30:00,3.440, 0.222, 0.235,0.235
2006-08-19 13:40:00,3.460, 0.237, 0.764,0.764
2006-08-19 13:50:00,3.660, 0.381, 0.000,0.000
2006-08-19 14:00:00,3.470, 0.243, 0.128,0.128
2006-08-19 14:10:00,3.550, 0.300, 0.306,0.306
2006-08-19 14:20:00,3.710, 0.417, 0.603,0.603
2006-08-19 14:30:00,3.640, 0.369, 0.703,0.703
2006-08-19 14:40:00,3.470, 0.240, 0.000,0.000
2006-08-19 14:50:00,3.270, 0.093, 0.150,0.150
2006-08-19 15:00:00,3.190, 0.033, 0.184,0.184
2006-08-19 15:10:00,3.220, 0.054, 0.000,0.000
2006-08-19 15:20:00,3.220, 0.051, 0.000,0.000
2006-08-19 15:30:00,3.300, 0.111, 0.116,0.116
2006-08-19 15:40:00,3.430, 0.204, 0.000,0.000
2006-08-19 15:50:00,3.700, 0.402, 0.000,0.000
2006-08-19 16:00:00,4.070, 0.675, 0.390,0.390
2006-08-19 16:10:00,4.450, 1.035, 0.000,0.000
2006-08-19 16:20:00,4.690, 1.299, 0.921,0.921
2006-08-19 16:30:00,4.730, 1.338, 1.542,1.542
2006-08-19 16:40:00,4.570, 1.164, 1.147,1.147
2006-08-19 16:50:00,4.420, 0.999, 0.158,0.158
2006-08-19 17:00:00,4.200, 0.765, 0.000,0.000
2006-08-19 17:10:00,4.010, 0.624, 0.532,0.532
2006-08-19 17:20:00,3.880, 0.528, 0.511,0.511
2006-08-19 17:30:00,3.940, 0.573, 0.095,0.095
2006-08-19 17:40:00,4.620, 1.203, 1.585,1.585
2006-08-19 17:50:00,5.180, 1.809, 1.486,1.486
2006-08-19 18:00:00,4.930, 1.545, 1.219,1.219
2006-08-19 18:10:00,4.750, 1.347, 1.796,1.796
2006-08-19 18:20:00,5.100, 1.716, 1.029,1.029
2006-08-19 18:30:00,5.070, 1.689, 0.895,0.895
2006-08-19 18:40:00,4.840, 1.440, 1.761,1.761
2006-08-19 18:50:00,4.760, 1.347, 1.636,1.636
2006-08-19 19:00:00,5.600, 2.403, 2.641,2.641
2006-08-19 19:10:00,6.570, 4.044, 3.895,3.895
2006-08-19 19:20:00,6.100, 3.171, 4.063,4.063
2006-08-19 19:30:00,6.240, 3.387, 2.494,2.494
2006-08-19 19:40:00,6.210, 3.348, 3.455,3.455
2006-08-19 19:50:00,6.100, 3.171, 2.468,2.468
2006-08-19 20:00:00,6.340, 3.552, 0.000,0.000
2006-08-19 20:10:00,6.320, 3.513, 2.705,2.705
2006-08-19 20:20:00,6.330, 3.525, 4.566,4.566
2006-08-19 20:30:00,6.540, 3.966, 3.439,3.439
2006-08-19 20:40:00,6.750, 4.425, 5.483,5.483
2006-08-19 20:50:00,6.420, 3.714, 2.863,2.863
2006-08-19 21:00:00,6.350, 3.561, 3.509,3.509
2006-08-19 21:10:00,6.500, 3.879, 3.932,3.932
2006-08-19 21:20:00,6.460, 3.795, 3.848,3.848
2006-08-19 21:30:00,6.520, 3.921, 4.006,4.006
2006-08-19 21:40:00,6.660, 4.215, 2.343,2.343
2006-08-19 21:50:00,6.910, 4.761, 3.163,3.163
2006-08-19 22:00:00,6.920, 4.791, 4.638,4.638
2006-08-19 22:10:00,6.730, 4.368, 4.100,4.100
2006-08-19 22:20:00,6.810, 4.542, 4.466,4.466
2006-08-19 22:30:00,7.080, 5.133, 5.597,5.597
2006-08-19 22:40:00,6.470, 3.813, 3.239,3.239
2006-08-19 22:50:00,6.650, 4.200, 3.776,3.776
2006-08-19 23:00:00,6.890, 4.722, 4.911,4.911
2006-08-19 23:10:00,6.920, 4.788, 4.051,4.051
2006-08-19 23:20:00,7.020, 4.986, 4.851,4.851
2006-08-19 23:30:00,6.960, 4.854, 5.116,5.116
2006-08-19 23:40:00,7.050, 5.070, 2.879,2.879
2006-08-19 23:50:00,7.430, 5.916, 5.766,5.766
2006-08-20 00:00:00,7.490, 6.075, 6.715,6.715
2006-08-20 00:10:00,7.180, 5.355, 2.440,2.440
2006-08-20 00:20:00,7.700, 6.690, 5.591,5.591
2006-08-20 00:30:00,7.780, 6.942, 3.961,3.961
2006-08-20 00:40:00,7.560, 6.303, 5.046,5.046
2006-08-20 00:50:00,7.710, 6.750, 5.649,5.649
2006-08-20 01:00:00,7.610, 6.444, 5.996,5.996
2006-08-20 01:10:00,7.120, 5.241, 5.317,5.317
2006-08-20 01:20:00,7.210, 5.433, 4.951,4.951
2006-08-20 01:30:00,7.500, 6.153, 5.843,5.843
2006-08-20 01:40:00,7.590, 6.399, 4.259,4.259
2006-08-20 01:50:00,7.630, 6.525, 6.678,6.678
2006-08-20 02:00:00,7.590, 6.411, 5.777,5.777
2006-08-20 02:10:00,7.640, 6.567, 7.514,7.514
2006-08-20 02:20:00,7.920, 7.368, 9.112,9.112
2006-08-20 02:30:00,8.160, 8.064, 6.693,6.693
2006-08-20 02:40:00,8.080, 7.848, 8.350,8.350
2006-08-20 02:50:00,8.260, 8.373,10.314,10.314
2006-08-20 03:00:00,8.310, 8.511, 8.758,8.758
2006-08-20 03:10:00,8.110, 7.947, 7.894,7.894
2006-08-20 03:20:00,8.130, 8.007, 7.541,7.541
2006-08-20 03:30:00,8.410, 8.841, 6.705,6.705
2006-08-20 03:40:00,9.140,11.541,11.075,11.075
2006-08-20 03:50:00,8.620, 9.624, 9.862,9.862
2006-08-20 04:00:00,8.050, 7.815, 7.160,7.160
2006-08-20 04:10:00,7.450, 6.075, 5.167,5.167
2006-08-20 04:20:00,7.020, 5.082, 3.982,3.982
2006-08-20 04:30:00,6.780, 4.578, 3.430,3.430
2006-08-20 04:40:00,6.810, 4.641, 3.561,3.561
2006-08-20 04:50:00,6.820, 4.674, 2.903,2.903
2006-08-20 05:00:00,7.050, 5.157, 5.072,5.072
2006-08-20 05:10:00,7.260, 5.616, 6.304,6.304
2006-08-20 05:20:00,7.250, 5.604, 6.377,6.377
2006-08-20 05:30:00,7.010, 5.088, 5.466,5.466
2006-08-20 05:40:00,6.710, 4.446, 4.538,4.538
2006-08-20 05:50:00,6.490, 3.954, 4.076,4.076
2006-08-20 06:00:00,6.230, 3.429, 3.706,3.706
2006-08-20 06:10:00,5.970, 3.033, 2.199,2.199
2006-08-20 06:20:00,5.790, 2.745, 2.084,2.084
2006-08-20 06:30:00,5.620, 2.481, 3.175,3.175
2006-08-20 06:40:00,5.470, 2.262, 1.620,1.620
2006-08-20 06:50:00,5.340, 2.049, 2.332,2.332
2006-08-20 07:00:00,5.370, 2.097, 2.382,2.382
2006-08-20 07:10:00,5.430, 2.190, 1.797,1.797
2006-08-20 07:20:00,5.310, 2.016, 2.541,2.541
2006-08-20 07:30:00,5.190, 1.848, 0.466,0.466
2006-08-20 07:40:00,5.110, 1.767, 0.000,0.000
2006-08-20 07:50:00,5.090, 1.740, 2.009,2.009
2006-08-20 08:00:00,4.960, 1.596, 0.986,0.986
2006-08-20 08:10:00,4.830, 1.464, 0.000,0.000
2006-08-20 08:20:00,4.730, 1.350, 1.155,1.155
2006-08-20 08:30:00,4.710, 1.332, 0.276,0.276
2006-08-20 08:40:00,4.660, 1.278, 1.231,1.231
2006-08-20 08:50:00,4.700, 1.326, 0.877,0.877
2006-08-20 09:00:00,4.720, 1.347, 0.901,0.901
2006-08-20 09:10:00,4.740, 1.368, 1.412,1.412
2006-08-20 09:20:00,4.860, 1.488, 1.969,1.969
2006-08-20 09:30:00,4.910, 1.554, 1.489,1.489
2006-08-20 09:40:00,4.940, 1.584, 0.941,0.941
2006-08-20 09:50:00,5.020, 1.662, 1.719,1.719
2006-08-20 10:00:00,5.150, 1.809, 0.771,0.771
2006-08-20 10:10:00,5.240, 1.905, 1.229,1.229
2006-08-20 10:20:00,5.340, 2.058, 0.710,0.710
2006-08-20 10:30:00,5.380, 2.124, 0.959,0.959
2006-08-20 10:40:00,5.410, 2.175, 2.484,2.484
2006-08-20 10:50:00,5.430, 2.205, 0.924,0.924
2006-08-20 11:00:00,5.370, 2.109, 1.058,1.058
2006-08-20 11:10:00,5.230, 1.896, 2.008,2.008
2006-08-20 11:20:00,4.940, 1.587, 1.884,1.884
2006-08-20 11:30:00,4.650, 1.272, 0.609,0.609
2006-08-20 11:40:00,4.410, 1.008, 0.608,0.608
2006-08-20 11:50:00,4.190, 0.777, 0.966,0.966
2006-08-20 12:00:00,4.010, 0.639, 1.174,1.174
2006-08-20 12:10:00,3.880, 0.543, 0.141,0.141
2006-08-20 12:20:00,3.830, 0.510, 0.000,0.000
2006-08-20 12:30:00,3.740, 0.441, 0.635,0.635
2006-08-20 12:40:00,3.570, 0.315, 0.000,0.000
2006-08-20 12:50:00,3.440, 0.225, 0.000,0.000
2006-08-20 13:00:00,3.350, 0.156, 0.246,0.246
2006-08-20 13:10:00,3.050, 0.000, 0.000,0.000
2006-08-20 13:20:00,2.830, 0.000, 0.000,0.000
2006-08-20 13:30:00,2.650, 0.000, 0.000,0.000
2006-08-20 13:40:00,2.460, 0.000, 0.000,0.000
2006-08-20 13:50:00,2.120, 0.000, 0.000,0.000
2006-08-20 14:00:00,1.950, 0.000, 0.000,0.000
2006-08-20 14:10:00,2.210, 0.000, 0.000,0.000
2006-08-20 14:20:00,2.540, 0.000, 0.000,0.000
2006-08-20 14:30:00,2.950, 0.000, 0.000,0.000
2006-08-20 14:40:00,3.210, 0.051, 0.000,0.000
2006-08-20 14:50:00,3.350, 0.150, 0.044,0.044
2006-08-20 15:00:00,3.400, 0.189, 0.373,0.373
2006-08-20 15:10:00,3.500, 0.261, 0.243,0.243
2006-08-20 15:20:00,3.500, 0.261, 0.000,0.000
2006-08-20 15:30:00,3.510, 0.264, 0.255,0.255
2006-08-20 15:40:00,3.650, 0.369, 0.000,0.000
2006-08-20 15:50:00,3.660, 0.372, 0.388,0.388
2006-08-20 16:00:00,3.690, 0.399, 0.615,0.615
2006-08-20 16:10:00,3.880, 0.534, 1.241,1.241
2006-08-20 16:20:00,4.340, 0.918, 1.170,1.170
2006-08-20 16:30:00,4.920, 1.542, 1.911,1.911
2006-08-20 16:40:00,5.170, 1.809, 1.633,1.633
2006-08-20 16:50:00,5.260, 1.905, 2.387,2.387
2006-08-20 17:00:00,5.280, 1.938, 0.000,0.000
2006-08-20 17:10:00,5.260, 1.902, 0.000,0.000
2006-08-20 17:20:00,5.250, 1.887, 1.916,1.916
2006-08-20 17:30:00,5.360, 2.055, 0.381,0.381
2006-08-20 17:40:00,5.450, 2.202, 2.124,2.124
2006-08-20 17:50:00,5.550, 2.358, 3.174,3.174
2006-08-20 18:00:00,5.760, 2.679, 2.000,2.000
2006-08-20 18:10:00,6.120, 3.240, 3.063,3.063
2006-08-20 18:20:00,5.650, 2.499, 1.781,1.781
2006-08-20 18:30:00,5.930, 2.943, 2.316,2.316
2006-08-20 18:40:00,6.190, 3.351, 3.268,3.268
2006-08-20 18:50:00,5.880, 2.871, 3.201,3.201
2006-08-20 19:00:00,5.170, 1.806, 0.794,0.794
2006-08-20 19:10:00,5.030, 1.659, 1.136,1.136
2006-08-20 19:20:00,5.000, 1.635, 0.596,0.596
2006-08-20 19:30:00,4.080, 0.684, 0.287,0.287
2006-08-20 19:40:00,4.300, 0.879, 0.577,0.577
2006-08-20 19:50:00,4.060, 0.663, 0.793,0.793
2006-08-20 20:00:00,4.010, 0.627, 0.000,0.000
2006-08-20 20:10:00,3.570, 0.306, 0.695,0.695
2006-08-20 20:20:00,3.310, 0.108, 0.789,0.789
2006-08-20 20:30:00,4.680, 1.272, 1.868,1.868
2006-08-20 20:40:00,5.630, 2.454, 1.963,1.963
2006-08-20 20:50:00,5.860, 2.811, 2.971,2.971
2006-08-20 21:00:00,5.660, 2.502, 2.774,2.774
2006-08-20 21:10:00,5.870, 2.835, 2.963,2.963
2006-08-20 21:20:00,5.300, 1.953, 1.449,1.449
2006-08-20 21:30:00,4.810, 1.410, 0.804,0.804
2006-08-20 21:40:00,4.820, 1.419, 2.225,2.225
2006-08-20 21:50:00,4.620, 1.206, 1.408,1.408
2006-08-20 22:00:00,4.620, 1.206, 0.000,0.000
2006-08-20 22:10:00,4.760, 1.359, 1.330,1.330
2006-08-20 22:20:00,5.200, 1.824, 2.009,2.009
2006-08-20 22:30:00,4.780, 1.371, 1.470,1.470
2006-08-20 22:40:00,4.080, 0.669, 0.378,0.378
2006-08-20 22:50:00,4.060, 0.651, 0.775,0.775
2006-08-20 23:00:00,4.050, 0.645, 0.460,0.460
2006-08-20 23:10:00,6.680, 4.275, 4.424,4.424
2006-08-20 23:20:00,8.420, 8.784, 8.821,8.821
2006-08-20 23:30:00,6.620, 4.146, 4.350,4.350
2006-08-20 23:40:00,6.590, 4.065, 3.849,3.849
2006-08-20 23:50:00,5.830, 2.745, 1.847,1.847
2006-08-21 00:00:00,5.620, 2.418, 2.825,2.825
2006-08-21 00:10:00,6.090, 3.141, 3.448,3.448
2006-08-21 00:20:00,7.500, 6.126, 6.043,6.043
2006-08-21 00:30:00,7.480, 6.063, 3.041,3.041
2006-08-21 00:40:00,6.840, 4.623, 4.325,4.325
2006-08-21 00:50:00,7.030, 5.031, 5.147,5.147
2006-08-21 01:00:00,7.810, 7.044, 8.225,8.225
2006-08-21 01:10:00,8.570, 9.321, 6.777,6.777
2006-08-21 01:20:00,8.840,10.332, 9.980,9.980
2006-08-21 01:30:00,9.060,11.136, 7.039,7.039
2006-08-21 01:40:00,8.770,10.080, 8.460,8.460
2006-08-21 01:50:00,8.760,10.038, 9.220,9.220
2006-08-21 02:00:00,8.880,10.479,10.866,10.866
2006-08-21 02:10:00,8.510, 9.132, 9.216,9.216
2006-08-21 02:20:00,8.580, 9.411,11.587,11.587
2006-08-21 02:30:00,8.930,10.671, 9.906,9.906
2006-08-21 02:40:00,9.040,11.085, 8.931,8.931
2006-08-21 02:50:00,9.220,11.769,12.788,12.788
2006-08-21 03:00:00,9.340,12.201,13.594,13.594
2006-08-21 03:10:00,9.150,11.541,12.466,12.466
2006-08-21 03:20:00,9.020,11.049,11.845,11.845
2006-08-21 03:30:00,8.810,10.284,12.550,12.550
2006-08-21 03:40:00,8.660, 9.747, 8.734,8.734
2006-08-21 03:50:00,8.780,10.203, 8.841,8.841
2006-08-21 04:00:00,8.590, 9.501, 7.827,7.827
2006-08-21 04:10:00,8.470, 9.075, 5.196,5.196
2006-08-21 04:20:00,8.480, 9.114, 7.847,7.847
2006-08-21 04:30:00,8.030, 7.752, 6.485,6.485
2006-08-21 04:40:00,7.650, 6.660, 7.974,7.974
2006-08-21 04:50:00,7.430, 6.024, 5.594,5.594
2006-08-21 05:00:00,7.570, 6.426, 9.870,9.870
2006-08-21 05:10:00,7.820, 7.158, 3.518,3.518
2006-08-21 05:20:00,8.040, 7.800, 8.925,8.925
2006-08-21 05:30:00,7.970, 7.605, 7.131,7.131
2006-08-21 05:40:00,7.770, 7.023, 5.124,5.124
2006-08-21 05:50:00,7.660, 6.702, 6.823,6.823
2006-08-21 06:00:00,7.690, 6.792, 5.885,5.885
2006-08-21 06:10:00,7.690, 6.804, 4.443,4.443
2006-08-21 06:20:00,7.650, 6.675, 5.787,5.787
2006-08-21 06:30:00,7.490, 6.228, 6.390,6.390
2006-08-21 06:40:00,7.570, 6.468, 4.521,4.521
2006-08-21 06:50:00,7.610, 6.588, 6.988,6.988
2006-08-21 07:00:00,7.780, 7.080, 6.691,6.691
2006-08-21 07:10:00,7.900, 7.431, 6.953,6.953
2006-08-21 07:20:00,7.690, 6.825, 6.685,6.685
2006-08-21 07:30:00,7.430, 6.054, 6.143,6.143
2006-08-21 07:40:00,7.210, 5.526, 4.692,4.692
2006-08-21 07:50:00,6.880, 4.809, 4.509,4.509
2006-08-21 08:00:00,6.650, 4.308, 4.630,4.630
2006-08-21 08:10:00,6.520, 4.035, 4.050,4.050
2006-08-21 08:20:00,6.690, 4.398, 4.134,4.134
2006-08-21 08:30:00,6.800, 4.641, 4.764,4.764
2006-08-21 08:40:00,6.850, 4.752, 2.724,2.724
2006-08-21 08:50:00,6.790, 4.626, 4.273,4.273
2006-08-21 09:00:00,6.700, 4.437, 4.532,4.532
2006-08-21 09:10:00,6.600, 4.203, 4.620,4.620
2006-08-21 09:20:00,6.350, 3.672, 1.679,1.679
2006-08-21 09:30:00,6.290, 3.531, 2.813,2.813
2006-08-21 09:40:00,6.410, 3.807, 2.109,2.109
2006-08-21 09:50:00,6.190, 3.390, 3.097,3.097
2006-08-21 10:00:00,6.060, 3.177, 3.304,3.304
2006-08-21 10:10:00,5.870, 2.877, 2.850,2.850
2006-08-21 10:20:00,5.910, 2.955, 2.858,2.858
2006-08-21 10:30:00,5.840, 2.847, 1.666,1.666
2006-08-21 10:40:00,5.790, 2.757, 2.324,2.324
2006-08-21 10:50:00,5.790, 2.769, 3.406,3.406
2006-08-21 11:00:00,5.710, 2.643, 1.043,1.043
2006-08-21 11:10:00,5.690, 2.601, 2.407,2.407
2006-08-21 11:20:00,5.600, 2.469, 0.000,0.000
2006-08-21 11:30:00,5.450, 2.235, 1.088,1.088
2006-08-21 11:40:00,5.340, 2.070, 1.792,1.792
2006-08-21 11:50:00,5.140, 1.800, 1.368,1.368
2006-08-21 12:00:00,5.030, 1.680, 2.199,2.199
2006-08-21 12:10:00,4.880, 1.515, 1.396,1.396
2006-08-21 12:20:00,4.700, 1.326, 0.803,0.803
2006-08-21 12:30:00,4.560, 1.173, 0.000,0.000
2006-08-21 12:40:00,4.370, 0.969, 0.749,0.749
2006-08-21 12:50:00,4.290, 0.876, 0.628,0.628
2006-08-21 13:00:00,4.340, 0.939, 1.350,1.350
2006-08-21 13:10:00,4.150, 0.741, 0.823,0.823
2006-08-21 13:20:00,4.040, 0.663, 0.529,0.529
2006-08-21 13:30:00,3.920, 0.576, 0.884,0.884
2006-08-21 13:40:00,3.770, 0.459, 0.000,0.000
2006-08-21 13:50:00,3.530, 0.288, 0.089,0.089
2006-08-21 14:00:00,3.590, 0.333, 0.000,0.000
2006-08-21 14:10:00,3.790, 0.474, 1.024,1.024
2006-08-21 14:20:00,3.810, 0.489, 0.048,0.048
2006-08-21 14:30:00,3.860, 0.528, 0.000,0.000
2006-08-21 14:40:00,3.830, 0.504, 0.000,0.000
2006-08-21 14:50:00,3.830, 0.501, 0.607,0.607
2006-08-21 15:00:00,3.700, 0.405, 0.812,0.812
2006-08-21 15:10:00,3.650, 0.369, 0.444,0.444
2006-08-21 15:20:00,3.580, 0.315, 0.000,0.000
2006-08-21 15:30:00,3.410, 0.195, 0.378,0.378
2006-08-21 15:40:00,3.360, 0.156, 0.000,0.000
2006-08-21 15:50:00,3.320, 0.123, 0.000,0.000
2006-08-21 16:00:00,3.330, 0.132, 0.000,0.000
2006-08-21 16:10:00,3.230, 0.057, 0.039,0.039
2006-08-21 16:20:00,3.000, 0.000, 0.000,0.000
2006-08-21 16:30:00,2.820, 0.000, 0.000,0.000
2006-08-21 16:40:00,2.820, 0.000, 0.000,0.000
2006-08-21 16:50:00,2.920, 0.000, 0.000,0.000
2006-08-21 17:00:00,3.130, 0.000, 0.000,0.000
2006-08-21 17:10:00,3.340, 0.135, 0.000,0.000
2006-08-21 17:20:00,3.630, 0.345, 0.353,0.353
2006-08-21 17:30:00,4.000, 0.618, 0.889,0.889
2006-08-21 17:40:00,4.360, 0.930, 1.701,1.701
2006-08-21 17:50:00,4.680, 1.278, 1.629,1.629
2006-08-21 18:00:00,4.890, 1.497, 0.992,0.992
2006-08-21 18:10:00,4.880, 1.491, 0.000,0.000
2006-08-21 18:20:00,4.880, 1.485, 1.337,1.337
