Date(YYYY-MM-DD hh:mm:ss),100m wind speed (m/s), rated power output at 100m (MW), SCORE-lite power output at 100m (MW),CorrectedScore
2006-01-01 00:00:00,5.120, 1.788, 2.012,2.012
2006-01-01 00:10:00,5.120, 1.788, 2.227,2.227
2006-01-01 00:20:00,5.140, 1.812, 0.130,0.130
2006-01-01 00:30:00,5.170, 1.848, 2.311,2.311
2006-01-01 00:40:00,5.240, 1.929, 1.849,1.849
2006-01-01 00:50:00,5.360, 2.118, 0.079,0.079
2006-01-01 01:00:00,5.510, 2.358, 1.564,1.564
2006-01-01 01:10:00,5.660, 2.583, 2.369,2.369
2006-01-01 01:20:00,5.810, 2.814, 3.466,3.466
2006-01-01 01:30:00,5.960, 3.063, 3.764,3.764
2006-01-01 01:40:00,6.090, 3.258, 1.857,1.857
2006-01-01 01:50:00,6.100, 3.279, 4.023,4.023
2006-01-01 02:00:00,5.910, 2.982, 3.632,3.632
2006-01-01 02:10:00,5.430, 2.232, 1.914,1.914
2006-01-01 02:20:00,4.880, 1.542, 1.738,1.738
2006-01-01 02:30:00,4.600, 1.236, 0.000,0.000
2006-01-01 02:40:00,4.550, 1.194, 0.757,0.757
2006-01-01 02:50:00,4.550, 1.185, 1.655,1.655
2006-01-01 03:00:00,4.510, 1.146, 1.327,1.327
2006-01-01 03:10:00,4.460, 1.098, 1.762,1.762
2006-01-01 03:20:00,4.470, 1.107, 1.063,1.063
2006-01-01 03:30:00,4.590, 1.239, 0.000,0.000
2006-01-01 03:40:00,4.870, 1.545, 1.839,1.839
2006-01-01 03:50:00,5.400, 2.211, 2.748,2.748
2006-01-01 04:00:00,6.020, 3.189, 3.181,3.181
2006-01-01 04:10:00,6.560, 4.236, 4.356,4.356
2006-01-01 04:20:00,6.870, 4.926, 5.022,5.022
2006-01-01 04:30:00,6.880, 4.953, 4.456,4.456
2006-01-01 04:40:00,6.780, 4.749, 4.705,4.705
2006-01-01 04:50:00,6.780, 4.731, 3.431,3.431
2006-01-01 05:00:00,6.860, 4.926, 4.961,4.961
2006-01-01 05:10:00,7.010, 5.253, 1.256,1.256
2006-01-01 05:20:00,7.210, 5.676, 4.877,4.877
2006-01-01 05:30:00,7.370, 6.123, 2.974,2.974
2006-01-01 05:40:00,7.480, 6.438, 4.034,4.034
2006-01-01 05:50:00,7.570, 6.693, 7.471,7.471
2006-01-01 06:00:00,7.650, 6.939, 7.212,7.212
2006-01-01 06:10:00,7.730, 7.182, 6.139,6.139
2006-01-01 06:20:00,7.810, 7.425, 9.062,9.062
2006-01-01 06:30:00,7.870, 7.605, 4.173,4.173
2006-01-01 06:40:00,7.950, 7.818, 7.233,7.233
2006-01-01 06:50:00,8.040, 8.103, 7.313,7.313
2006-01-01 07:00:00,8.170, 8.475, 9.010,9.010
2006-01-01 07:10:00,8.310, 8.907, 9.562,9.562
2006-01-01 07:20:00,8.400, 9.240, 7.551,7.551
2006-01-01 07:30:00,8.460, 9.474, 9.063,9.063
2006-01-01 07:40:00,8.570, 9.885, 9.324,9.324
2006-01-01 07:50:00,8.760,10.575,10.681,10.681
2006-01-01 08:00:00,8.980,11.421,11.746,11.746
2006-01-01 08:10:00,9.260,12.462,13.653,13.653
2006-01-01 08:20:00,9.480,13.341,12.428,12.428
2006-01-01 08:30:00,9.550,13.650,14.484,14.484
2006-01-01 08:40:00,9.430,13.155,13.880,13.880
2006-01-01 08:50:00,9.260,12.447,10.838,10.838
2006-01-01 09:00:00,9.040,11.652, 9.462,9.462
2006-01-01 09:10:00,8.840,10.905,10.523,10.523
2006-01-01 09:20:00,8.740,10.518,12.279,12.279
2006-01-01 09:30:00,8.690,10.338, 9.390,9.390
2006-01-01 09:40:00,8.690,10.326,10.231,10.231
2006-01-01 09:50:00,8.840,10.890, 9.412,9.412
2006-01-01 10:00:00,9.090,11.820,12.299,12.299
2006-01-01 10:10:00,9.260,12.477,11.453,11.453
2006-01-01 10:20:00,9.310,12.642,12.750,12.750
2006-01-01 10:30:00,9.400,13.053,13.975,13.975
2006-01-01 10:40:00,9.640,14.043,16.128,16.128
2006-01-01 10:50:00,9.880,15.069,18.077,18.077
2006-01-01 11:00:00,10.060,15.816,16.091,16.091
2006-01-01 11:10:00,9.920,15.240,13.435,13.435
2006-01-01 11:20:00,10.010,15.606,13.891,13.891
2006-01-01 11:30:00,9.690,14.250,13.239,13.239
2006-01-01 11:40:00,9.800,14.748,16.441,16.441
2006-01-01 11:50:00,9.740,14.508,13.479,13.479
2006-01-01 12:00:00,9.870,15.039,16.563,16.563
2006-01-01 12:10:00,10.190,16.404,15.315,15.315
2006-01-01 12:20:00,10.280,16.773,19.274,19.274
2006-01-01 12:30:00,10.500,17.703,17.149,17.149
2006-01-01 12:40:00,10.330,16.977,15.606,15.606
2006-01-01 12:50:00,10.400,17.301,16.254,16.254
2006-01-01 13:00:00,10.380,17.202,17.761,17.761
2006-01-01 13:10:00,10.380,17.202,17.177,17.177
2006-01-01 13:20:00,10.210,16.467,15.920,15.920
2006-01-01 13:30:00,9.970,15.462,17.090,17.090
2006-01-01 13:40:00,9.960,15.450,15.881,15.881
2006-01-01 13:50:00,10.160,16.287,16.572,16.572
2006-01-01 14:00:00,10.310,16.944,19.296,19.296
2006-01-01 14:10:00,10.410,17.337,16.475,16.475
2006-01-01 14:20:00,10.440,17.460,18.664,18.664
2006-01-01 14:30:00,10.260,16.695,17.881,17.881
2006-01-01 14:40:00,10.540,17.880,17.461,17.461
2006-01-01 14:50:00,10.290,16.845,17.204,17.204
2006-01-01 15:00:00,10.300,16.887,14.411,14.411
2006-01-01 15:10:00,10.340,17.076,14.253,14.253
2006-01-01 15:20:00,10.540,17.895,18.103,18.103
2006-01-01 15:30:00,10.930,19.533,21.624,21.624
2006-01-01 15:40:00,11.390,21.450,24.945,24.945
2006-01-01 15:50:00,11.520,21.939,20.946,20.946
2006-01-01 16:00:00,11.350,21.252,22.342,22.342
2006-01-01 16:10:00,11.120,20.283,20.971,20.971
2006-01-01 16:20:00,10.950,19.560,16.722,16.722
2006-01-01 16:30:00,10.830,19.047,19.187,19.187
2006-01-01 16:40:00,10.350,17.031,15.419,15.419
2006-01-01 16:50:00,10.050,15.738,17.144,17.144
2006-01-01 17:00:00,9.740,14.439,13.704,13.704
2006-01-01 17:10:00,9.400,12.993,13.192,13.192
2006-01-01 17:20:00,9.290,12.546,10.960,10.960
2006-01-01 17:30:00,9.300,12.576,13.077,13.077
2006-01-01 17:40:00,9.480,13.281,12.299,12.299
2006-01-01 17:50:00,9.500,13.389,14.110,14.110
2006-01-01 18:00:00,9.410,12.975,13.852,13.852
2006-01-01 18:10:00,9.220,12.249,13.407,13.407
2006-01-01 18:20:00,9.090,11.730,11.186,11.186
2006-01-01 18:30:00,9.040,11.559, 9.003,9.003
2006-01-01 18:40:00,9.020,11.445, 9.994,9.994
2006-01-01 18:50:00,9.280,12.432,14.741,14.741
2006-01-01 19:00:00,9.610,13.782,12.093,12.093
2006-01-01 19:10:00,9.900,14.994,16.590,16.590
2006-01-01 19:20:00,10.000,15.399,15.638,15.638
2006-01-01 19:30:00,10.290,16.587,21.533,21.533
2006-01-01 19:40:00,10.360,16.875,14.431,14.431
2006-01-01 19:50:00,10.250,16.443,16.291,16.291
2006-01-01 20:00:00,10.140,15.960,13.854,13.854
2006-01-01 20:10:00,10.340,16.776,19.842,19.842
2006-01-01 20:20:00,10.710,18.321,14.926,14.926
2006-01-01 20:30:00,11.530,21.705,23.771,23.771
2006-01-01 20:40:00,11.520,21.639,23.973,23.973
2006-01-01 20:50:00,11.540,21.699,24.428,24.428
2006-01-01 21:00:00,11.570,21.834,20.440,20.440
2006-01-01 21:10:00,11.460,21.402,21.807,21.807
2006-01-01 21:20:00,11.380,21.081,20.865,20.865
2006-01-01 21:30:00,11.350,20.949,23.169,23.169
2006-01-01 21:40:00,11.410,21.186,21.720,21.720
2006-01-01 21:50:00,11.230,20.445,23.611,23.611
2006-01-01 22:00:00,11.230,20.430,19.788,19.788
2006-01-01 22:10:00,12.100,23.823,23.626,23.626
2006-01-01 22:20:00,13.130,27.126,26.028,26.028
2006-01-01 22:30:00,13.830,28.683,27.534,27.534
2006-01-01 22:40:00,14.150,29.064,30.000,30.000
2006-01-01 22:50:00,13.960,28.833,29.394,29.394
2006-01-01 23:00:00,14.020,28.896,29.348,29.348
2006-01-01 23:10:00,14.850,29.715,28.614,28.614
2006-01-01 23:20:00,15.310,29.844,30.000,30.000
2006-01-01 23:30:00,16.280,29.979,30.000,30.000
2006-01-01 23:40:00,16.950,30.000,29.757,29.757
2006-01-01 23:50:00,17.560,30.000,30.000,30.000
2006-01-02 00:00:00,17.960,30.000,29.936,29.936
2006-01-02 00:10:00,18.860,30.000,28.447,28.447
2006-01-02 00:20:00,18.910,30.000,29.337,29.337
2006-01-02 00:30:00,18.440,30.000,28.778,28.778
2006-01-02 00:40:00,18.430,30.000,29.094,29.094
2006-01-02 00:50:00,18.380,30.000,29.337,29.337
2006-01-02 01:00:00,18.660,30.000,29.989,29.989
2006-01-02 01:10:00,18.500,30.000,28.194,28.194
2006-01-02 01:20:00,18.530,30.000,30.000,30.000
2006-01-02 01:30:00,19.020,30.000,30.000,30.000
2006-01-02 01:40:00,19.070,30.000,30.000,30.000
2006-01-02 01:50:00,19.450,30.000,30.000,30.000
2006-01-02 02:00:00,19.560,30.000,29.709,29.709
2006-01-02 02:10:00,19.550,30.000,30.000,30.000
2006-01-02 02:20:00,19.850,30.000,29.822,29.822
2006-01-02 02:30:00,19.520,30.000,28.702,28.702
2006-01-02 02:40:00,19.470,30.000,30.000,30.000
2006-01-02 02:50:00,19.940,30.000,29.894,29.894
2006-01-02 03:00:00,20.550,30.000,29.344,29.344
2006-01-02 03:10:00,20.430,30.000,29.943,29.943
2006-01-02 03:20:00,20.470,30.000,28.604,28.604
2006-01-02 03:30:00,20.640,30.000,28.828,28.828
2006-01-02 03:40:00,20.420,30.000,30.000,30.000
2006-01-02 03:50:00,20.580,30.000,30.000,30.000
2006-01-02 04:00:00,20.650,30.000,30.000,30.000
2006-01-02 04:10:00,20.490,30.000,28.302,28.302
2006-01-02 04:20:00,19.610,30.000,29.316,29.316
2006-01-02 04:30:00,20.750,30.000,29.765,29.765
2006-01-02 04:40:00,21.090,30.000,30.000,30.000
2006-01-02 04:50:00,21.180,30.000,27.601,27.601
2006-01-02 05:00:00,21.500,30.000,28.113,28.113
2006-01-02 05:10:00,21.860,30.000,29.022,29.022
2006-01-02 05:20:00,22.510,30.000,30.000,30.000
2006-01-02 05:30:00,22.600,30.000,30.000,30.000
2006-01-02 05:40:00,22.450,30.000,30.000,30.000
2006-01-02 05:50:00,22.050,30.000,30.000,30.000
2006-01-02 06:00:00,21.810,30.000,30.000,30.000
2006-01-02 06:10:00,21.830,30.000,29.557,29.557
2006-01-02 06:20:00,21.510,30.000,30.000,30.000
2006-01-02 06:30:00,21.010,30.000,29.117,29.117
2006-01-02 06:40:00,20.350,30.000,30.000,30.000
2006-01-02 06:50:00,19.520,30.000,29.092,29.092
2006-01-02 07:00:00,18.710,30.000,29.819,29.819
2006-01-02 07:10:00,18.370,30.000,30.000,30.000
2006-01-02 07:20:00,18.470,30.000,30.000,30.000
2006-01-02 07:30:00,18.410,30.000,28.490,28.490
2006-01-02 07:40:00,18.500,30.000,30.000,30.000
2006-01-02 07:50:00,18.340,30.000,30.000,30.000
2006-01-02 08:00:00,18.280,30.000,30.000,30.000
2006-01-02 08:10:00,18.290,30.000,30.000,30.000
2006-01-02 08:20:00,18.230,30.000,30.000,30.000
2006-01-02 08:30:00,17.950,30.000,29.595,29.595
2006-01-02 08:40:00,17.720,30.000,30.000,30.000
2006-01-02 08:50:00,17.870,30.000,30.000,30.000
2006-01-02 09:00:00,18.180,30.000,30.000,30.000
2006-01-02 09:10:00,18.210,30.000,30.000,30.000
2006-01-02 09:20:00,18.190,30.000,30.000,30.000
2006-01-02 09:30:00,18.210,30.000,29.854,29.854
2006-01-02 09:40:00,18.390,30.000,30.000,30.000
2006-01-02 09:50:00,18.210,30.000,30.000,30.000
2006-01-02 10:00:00,17.780,30.000,29.756,29.756
2006-01-02 10:10:00,17.570,30.000,30.000,30.000
2006-01-02 10:20:00,17.560,30.000,30.000,30.000
2006-01-02 10:30:00,17.140,30.000,30.000,30.000
2006-01-02 10:40:00,16.170,29.982,30.000,30.000
2006-01-02 10:50:00,15.020,29.811,30.000,30.000
2006-01-02 11:00:00,14.100,29.196,28.397,28.397
2006-01-02 11:10:00,13.750,28.770,28.346,28.346
2006-01-02 11:20:00,13.050,27.291,27.465,27.465
2006-01-02 11:30:00,12.580,25.983,25.282,25.282
2006-01-02 11:40:00,12.320,25.173,26.999,26.999
2006-01-02 11:50:00,11.770,23.040,22.474,22.474
2006-01-02 12:00:00,11.220,20.859,20.469,20.469
2006-01-02 12:10:00,10.840,19.296,18.585,18.585
2006-01-02 12:20:00,10.520,17.916,16.737,16.737
2006-01-02 12:30:00,10.430,17.559,17.378,17.378
2006-01-02 12:40:00,10.380,17.364,16.628,16.628
2006-01-02 12:50:00,10.250,16.788,19.214,19.214
2006-01-02 13:00:00,10.040,15.909,15.705,15.705
2006-01-02 13:10:00,9.930,15.456,14.005,14.005
2006-01-02 13:20:00,10.080,16.104,18.322,18.322
2006-01-02 13:30:00,10.280,16.923,20.540,20.540
2006-01-02 13:40:00,10.360,17.265,17.097,17.097
2006-01-02 13:50:00,10.450,17.643,15.582,15.582
2006-01-02 14:00:00,10.310,17.082,16.074,16.074
2006-01-02 14:10:00,10.140,16.371,16.075,16.075
2006-01-02 14:20:00,10.170,16.500,16.971,16.971
2006-01-02 14:30:00,10.360,17.301,16.315,16.315
2006-01-02 14:40:00,10.310,17.061,17.565,17.565
2006-01-02 14:50:00,10.010,15.789,16.768,16.768
2006-01-02 15:00:00,9.430,13.347,12.133,12.133
2006-01-02 15:10:00,8.850,11.103, 8.899,8.899
2006-01-02 15:20:00,8.440, 9.561, 8.432,8.432
2006-01-02 15:30:00,8.460, 9.651, 8.615,8.615
2006-01-02 15:40:00,8.610,10.200, 9.564,9.564
2006-01-02 15:50:00,8.430, 9.504, 9.153,9.153
2006-01-02 16:00:00,8.040, 8.229, 5.694,5.694
2006-01-02 16:10:00,7.720, 7.281, 5.997,5.997
2006-01-02 16:20:00,7.690, 7.182, 7.862,7.862
2006-01-02 16:30:00,7.660, 7.086, 3.500,3.500
2006-01-02 16:40:00,7.660, 7.098, 8.517,8.517
2006-01-02 16:50:00,7.850, 7.629, 8.030,8.030
2006-01-02 17:00:00,8.180, 8.613, 8.198,8.198
2006-01-02 17:10:00,8.560, 9.948, 9.831,9.831
2006-01-02 17:20:00,9.060,11.832,10.424,10.424
2006-01-02 17:30:00,9.390,13.074,12.989,12.989
2006-01-02 17:40:00,9.490,13.476,16.571,16.571
2006-01-02 17:50:00,9.510,13.584,13.858,13.858
2006-01-02 18:00:00,9.500,13.500,13.669,13.669
2006-01-02 18:10:00,9.390,13.047,11.890,11.890
2006-01-02 18:20:00,9.160,12.123,12.162,12.162
2006-01-02 18:30:00,8.840,10.914,10.946,10.946
2006-01-02 18:40:00,8.410, 9.321, 9.539,9.539
2006-01-02 18:50:00,8.030, 8.106, 7.367,7.367
2006-01-02 19:00:00,7.670, 7.035, 6.191,6.191
2006-01-02 19:10:00,7.280, 5.886, 6.842,6.842
2006-01-02 19:20:00,6.870, 4.959, 1.378,1.378
2006-01-02 19:30:00,6.600, 4.356, 4.736,4.736
2006-01-02 19:40:00,6.400, 3.909, 4.372,4.372
2006-01-02 19:50:00,6.390, 3.891, 4.079,4.079
2006-01-02 20:00:00,6.370, 3.840, 1.817,1.817
2006-01-02 20:10:00,6.300, 3.681, 2.830,2.830
2006-01-02 20:20:00,6.330, 3.756, 3.126,3.126
2006-01-02 20:30:00,6.370, 3.837, 3.830,3.830
2006-01-02 20:40:00,6.400, 3.909, 2.323,2.323
2006-01-02 20:50:00,6.470, 4.053, 4.113,4.113
2006-01-02 21:00:00,6.510, 4.134, 2.218,2.218
2006-01-02 21:10:00,6.580, 4.290, 4.243,4.243
2006-01-02 21:20:00,6.660, 4.467, 4.165,4.165
2006-01-02 21:30:00,6.730, 4.623, 4.781,4.781
2006-01-02 21:40:00,6.730, 4.626, 4.676,4.676
2006-01-02 21:50:00,6.580, 4.287, 4.719,4.719
2006-01-02 22:00:00,6.260, 3.591, 3.987,3.987
2006-01-02 22:10:00,5.890, 2.982, 2.349,2.349
2006-01-02 22:20:00,5.530, 2.427, 2.451,2.451
2006-01-02 22:30:00,5.130, 1.830, 0.696,0.696
2006-01-02 22:40:00,4.690, 1.344, 0.000,0.000
2006-01-02 22:50:00,4.340, 0.966, 1.063,1.063
2006-01-02 23:00:00,4.100, 0.726, 0.434,0.434
2006-01-02 23:10:00,3.940, 0.606, 0.279,0.279
2006-01-02 23:20:00,3.900, 0.582, 1.018,1.018
2006-01-02 23:30:00,3.950, 0.615, 0.500,0.500
2006-01-02 23:40:00,3.930, 0.600, 0.497,0.497
2006-01-02 23:50:00,3.770, 0.483, 0.800,0.800
2006-01-03 00:00:00,3.590, 0.351, 0.557,0.557
2006-01-03 00:10:00,3.420, 0.222, 0.055,0.055
2006-01-03 00:20:00,3.120, 0.000, 0.000,0.000
2006-01-03 00:30:00,2.870, 0.000, 0.000,0.000
2006-01-03 00:40:00,2.740, 0.000, 0.000,0.000
2006-01-03 00:50:00,2.650, 0.000, 0.000,0.000
2006-01-03 01:00:00,2.690, 0.000, 0.000,0.000
2006-01-03 01:10:00,2.840, 0.000, 0.000,0.000
2006-01-03 01:20:00,2.990, 0.000, 0.000,0.000
2006-01-03 01:30:00,3.150, 0.024, 0.070,0.070
2006-01-03 01:40:00,3.250, 0.099, 0.000,0.000
2006-01-03 01:50:00,3.290, 0.129, 0.000,0.000
2006-01-03 02:00:00,3.460, 0.258, 0.000,0.000
2006-01-03 02:10:00,3.770, 0.489, 0.486,0.486
2006-01-03 02:20:00,4.140, 0.765, 0.000,0.000
2006-01-03 02:30:00,4.360, 1.005, 0.000,0.000
2006-01-03 02:40:00,4.560, 1.221, 0.965,0.965
2006-01-03 02:50:00,4.750, 1.425, 0.000,0.000
2006-01-03 03:00:00,4.940, 1.638, 1.868,1.868
2006-01-03 03:10:00,5.030, 1.734, 1.963,1.963
2006-01-03 03:20:00,4.950, 1.650, 1.712,1.712
2006-01-03 03:30:00,4.640, 1.311, 0.000,0.000
2006-01-03 03:40:00,4.220, 0.852, 0.814,0.814
2006-01-03 03:50:00,3.730, 0.465, 0.204,0.204
2006-01-03 04:00:00,3.230, 0.090, 0.854,0.854
2006-01-03 04:10:00,2.760, 0.000, 0.000,0.000
2006-01-03 04:20:00,2.400, 0.000, 0.000,0.000
2006-01-03 04:30:00,2.160, 0.000, 0.000,0.000
2006-01-03 04:40:00,1.940, 0.000, 0.000,0.000
2006-01-03 04:50:00,1.730, 0.000, 0.000,0.000
2006-01-03 05:00:00,1.620, 0.000, 0.000,0.000
2006-01-03 05:10:00,1.650, 0.000, 0.000,0.000
2006-01-03 05:20:00,1.750, 0.000, 0.000,0.000
2006-01-03 05:30:00,1.850, 0.000, 0.000,0.000
2006-01-03 05:40:00,1.880, 0.000, 0.000,0.000
2006-01-03 05:50:00,1.910, 0.000, 0.000,0.000
2006-01-03 06:00:00,2.020, 0.000, 0.000,0.000
2006-01-03 06:10:00,2.160, 0.000, 0.000,0.000
2006-01-03 06:20:00,2.320, 0.000, 0.000,0.000
2006-01-03 06:30:00,2.440, 0.000, 0.000,0.000
2006-01-03 06:40:00,2.520, 0.000, 0.000,0.000
2006-01-03 06:50:00,2.560, 0.000, 0.000,0.000
2006-01-03 07:00:00,2.560, 0.000, 0.000,0.000
2006-01-03 07:10:00,2.560, 0.000, 0.000,0.000
2006-01-03 07:20:00,2.530, 0.000, 0.000,0.000
2006-01-03 07:30:00,2.490, 0.000, 0.000,0.000
2006-01-03 07:40:00,2.480, 0.000, 0.000,0.000
2006-01-03 07:50:00,2.490, 0.000, 0.000,0.000
2006-01-03 08:00:00,2.560, 0.000, 0.000,0.000
2006-01-03 08:10:00,2.680, 0.000, 0.000,0.000
2006-01-03 08:20:00,2.790, 0.000, 0.000,0.000
2006-01-03 08:30:00,2.890, 0.000, 0.000,0.000
2006-01-03 08:40:00,3.010, 0.000, 0.000,0.000
2006-01-03 08:50:00,3.130, 0.018, 0.504,0.504
2006-01-03 09:00:00,3.180, 0.060, 0.000,0.000
2006-01-03 09:10:00,3.170, 0.048, 0.135,0.135
2006-01-03 09:20:00,3.130, 0.021, 0.000,0.000
2006-01-03 09:30:00,3.130, 0.021, 0.000,0.000
2006-01-03 09:40:00,3.190, 0.066, 0.000,0.000
2006-01-03 09:50:00,3.300, 0.144, 0.720,0.720
2006-01-03 10:00:00,3.430, 0.243, 0.000,0.000
2006-01-03 10:10:00,3.560, 0.339, 1.215,1.215
2006-01-03 10:20:00,3.690, 0.438, 0.000,0.000
2006-01-03 10:30:00,3.810, 0.525, 0.552,0.552
2006-01-03 10:40:00,3.880, 0.576, 0.549,0.549
2006-01-03 10:50:00,3.900, 0.591, 0.364,0.364
2006-01-03 11:00:00,3.880, 0.582, 0.605,0.605
2006-01-03 11:10:00,3.860, 0.564, 0.537,0.537
2006-01-03 11:20:00,3.810, 0.528, 0.000,0.000
2006-01-03 11:30:00,3.790, 0.513, 0.000,0.000
2006-01-03 11:40:00,3.830, 0.540, 2.124,2.124
2006-01-03 11:50:00,3.880, 0.579, 0.000,0.000
2006-01-03 12:00:00,3.920, 0.606, 0.000,0.000
2006-01-03 12:10:00,3.910, 0.603, 0.412,0.412
2006-01-03 12:20:00,3.860, 0.564, 0.935,0.935
2006-01-03 12:30:00,3.750, 0.480, 0.457,0.457
2006-01-03 12:40:00,3.660, 0.417, 0.000,0.000
2006-01-03 12:50:00,3.610, 0.378, 0.000,0.000
2006-01-03 13:00:00,3.550, 0.333, 0.000,0.000
2006-01-03 13:10:00,3.500, 0.300, 1.157,1.157
2006-01-03 13:20:00,3.460, 0.270, 0.000,0.000
2006-01-03 13:30:00,3.430, 0.246, 0.554,0.554
2006-01-03 13:40:00,3.410, 0.231, 0.170,0.170
2006-01-03 13:50:00,3.380, 0.210, 0.000,0.000
2006-01-03 14:00:00,3.330, 0.171, 0.000,0.000
2006-01-03 14:10:00,3.250, 0.111, 0.000,0.000
2006-01-03 14:20:00,3.210, 0.081, 0.000,0.000
2006-01-03 14:30:00,3.190, 0.063, 0.000,0.000
2006-01-03 14:40:00,3.140, 0.033, 0.000,0.000
2006-01-03 14:50:00,3.080, 0.000, 0.000,0.000
2006-01-03 15:00:00,3.010, 0.000, 0.000,0.000
2006-01-03 15:10:00,2.940, 0.000, 0.000,0.000
2006-01-03 15:20:00,2.910, 0.000, 0.000,0.000
2006-01-03 15:30:00,2.940, 0.000, 0.000,0.000
2006-01-03 15:40:00,3.030, 0.000, 0.000,0.000
2006-01-03 15:50:00,3.140, 0.027, 0.000,0.000
2006-01-03 16:00:00,3.220, 0.087, 0.329,0.329
2006-01-03 16:10:00,3.220, 0.087, 0.958,0.958
2006-01-03 16:20:00,3.140, 0.024, 0.099,0.099
2006-01-03 16:30:00,2.990, 0.000, 0.000,0.000
2006-01-03 16:40:00,2.890, 0.000, 0.000,0.000
2006-01-03 16:50:00,2.880, 0.000, 0.000,0.000
2006-01-03 17:00:00,2.900, 0.000, 0.000,0.000
2006-01-03 17:10:00,2.940, 0.000, 0.000,0.000
2006-01-03 17:20:00,2.990, 0.000, 0.000,0.000
2006-01-03 17:30:00,3.020, 0.000, 0.000,0.000
2006-01-03 17:40:00,3.130, 0.015, 0.000,0.000
2006-01-03 17:50:00,3.280, 0.123, 0.000,0.000
2006-01-03 18:00:00,3.420, 0.225, 0.000,0.000
2006-01-03 18:10:00,3.580, 0.351, 0.000,0.000
2006-01-03 18:20:00,3.760, 0.480, 0.000,0.000
2006-01-03 18:30:00,3.900, 0.585, 0.000,0.000
2006-01-03 18:40:00,4.050, 0.693, 0.259,0.259
2006-01-03 18:50:00,4.210, 0.828, 0.000,0.000
2006-01-03 19:00:00,4.450, 1.086, 0.954,0.954
2006-01-03 19:10:00,4.820, 1.491, 1.147,1.147
2006-01-03 19:20:00,5.160, 1.857, 1.876,1.876
2006-01-03 19:30:00,5.440, 2.262, 2.287,2.287
2006-01-03 19:40:00,5.830, 2.868, 2.798,2.798
2006-01-03 19:50:00,6.150, 3.378, 0.000,0.000
2006-01-03 20:00:00,6.540, 4.164, 1.636,1.636
2006-01-03 20:10:00,7.270, 5.736, 5.065,5.065
2006-01-03 20:20:00,8.110, 8.154, 7.880,7.880
2006-01-03 20:30:00,8.810,10.569,10.703,10.703
2006-01-03 20:40:00,9.130,11.745,11.050,11.050
2006-01-03 20:50:00,9.250,12.210,13.769,13.769
2006-01-03 21:00:00,9.330,12.504,13.516,13.516
2006-01-03 21:10:00,9.380,12.690,15.928,15.928
2006-01-03 21:20:00,9.430,12.876,13.087,13.087
2006-01-03 21:30:00,9.480,13.080,12.411,12.411
2006-01-03 21:40:00,9.330,12.480,10.363,10.363
2006-01-03 21:50:00,9.290,12.336,12.874,12.874
2006-01-03 22:00:00,9.220,12.108,13.427,13.427
2006-01-03 22:10:00,9.210,12.075,11.842,11.842
2006-01-03 22:20:00,9.160,11.892, 9.419,9.419
2006-01-03 22:30:00,9.070,11.568,10.303,10.303
2006-01-03 22:40:00,9.160,11.889, 9.978,9.978
2006-01-03 22:50:00,9.330,12.531,11.644,11.644
2006-01-03 23:00:00,9.390,12.783,12.620,12.620
2006-01-03 23:10:00,9.440,12.984,13.178,13.178
2006-01-03 23:20:00,9.480,13.176,13.085,13.085
2006-01-03 23:30:00,9.520,13.344,15.294,15.294
2006-01-03 23:40:00,9.610,13.743,13.900,13.900
2006-01-03 23:50:00,9.730,14.247,16.957,16.957
2006-01-04 00:00:00,9.810,14.628,15.279,15.279
2006-01-04 00:10:00,9.830,14.703,17.676,17.676
2006-01-04 00:20:00,9.790,14.565,13.460,13.460
2006-01-04 00:30:00,9.770,14.484,15.302,15.302
2006-01-04 00:40:00,9.730,14.313,13.468,13.468
2006-01-04 00:50:00,9.660,14.052,14.851,14.851
2006-01-04 01:00:00,9.550,13.584,14.488,14.488
2006-01-04 01:10:00,9.380,12.885,10.294,10.294
2006-01-04 01:20:00,9.280,12.504,11.478,11.478
2006-01-04 01:30:00,9.240,12.390,11.190,11.190
2006-01-04 01:40:00,9.110,11.901,12.080,12.080
2006-01-04 01:50:00,8.890,11.088,11.967,11.967
2006-01-04 02:00:00,8.710,10.431, 9.498,9.498
2006-01-04 02:10:00,8.600,10.020,10.614,10.614
2006-01-04 02:20:00,8.540, 9.807,10.012,10.012
2006-01-04 02:30:00,8.490, 9.594, 4.685,4.685
2006-01-04 02:40:00,8.440, 9.438, 9.399,9.399
2006-01-04 02:50:00,8.270, 8.808, 8.037,8.037
2006-01-04 03:00:00,7.940, 7.827, 9.139,9.139
2006-01-04 03:10:00,7.570, 6.741, 0.448,0.448
2006-01-04 03:20:00,7.200, 5.697, 5.338,5.338
2006-01-04 03:30:00,6.860, 4.968, 4.537,4.537
2006-01-04 03:40:00,6.650, 4.497, 4.135,4.135
2006-01-04 03:50:00,6.570, 4.329, 4.471,4.471
2006-01-04 04:00:00,6.670, 4.536, 3.873,3.873
2006-01-04 04:10:00,6.830, 4.902, 5.070,5.070
2006-01-04 04:20:00,6.880, 5.016, 4.673,4.673
2006-01-04 04:30:00,6.850, 4.938, 1.233,1.233
2006-01-04 04:40:00,6.830, 4.905, 3.638,3.638
2006-01-04 04:50:00,6.750, 4.722, 4.783,4.783
2006-01-04 05:00:00,6.640, 4.485, 4.146,4.146
2006-01-04 05:10:00,6.420, 4.017, 2.576,2.576
